Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, al K","Future, NA",Month
4/4/2019 12:00,,1,596.9,24.965,0.103,0.024,6.38,0.646,39.8,51.5,5.86,674,,4
4/5/2019 12:00,,1,435,18.907,0.078,0.015,6.03,0.61,43.4,57.3,5.04,709,,4
4/6/2019 12:00,,1,361,10.943,0.065,0.018,5.75,0.699,43,60.7,4.15,730,,4
4/7/2019 12:00,,0.83,302.2,10.474,0.06,0.014,5.37,0.561,44.9,67.1,3.03,743,,4
4/8/2019 04:00,,0.44,287.5,12.7,0.054,0.015,4.93,0.601,47.5,69,2.16,747,,4
4/8/2019 09:20,,0.17,284.6,11.088,0.052,0.009,4.98,0.536,49.4,70.4,1.97,751,,4
4/8/2019 12:00,,0.56,284.6,9.828,0.048,0.017,4.89,0.49,47.7,69.3,1.84,742,,4
4/9/2019 12:00,,1,270.4,6.957,0.049,0.015,4.58,0.517,51.6,72.5,1.03,752,,4
4/10/2019 12:00,,1,235.4,4.129,0.05,0.01,4.31,0.55,52.5,74.7,0.39,744,,4
4/11/2019 12:00,,1,195.9,5.632,0.049,0.006,4.08,0.547,53.5,76.5,0.19,748,,4
4/12/2019 12:00,,1,179.9,4.988,0.049,0.009,3.75,0.676,58.9,76.8,0.3,761,,4
4/13/2019 12:00,,1,210.3,4.545,0.052,0.005,3.75,0.742,56.4,79.6,0.06,751,,4
4/14/2019 12:00,,0.83,215.2,7.601,0.058,0.001,3.54,0.676,59.9,70.1,0.62,741,,4
4/15/2019 04:00,,0.44,490.8,16.216,0.078,0.005,4.58,0.658,52.3,65.3,1.33,722,,4
4/15/2019 09:15,,0.67,781.2,21.721,0.088,0.01,5.05,0.933,48,68.2,1.67,710,,4
4/16/2019 12:00,,1.06,675.2,40.37,0.122,0.016,6.27,1.074,37.6,50,4.59,638,,4
4/17/2019 12:00,,1,462.4,21.423,0.072,0.012,6.26,0.806,38.5,54.6,3.68,680,,4
4/18/2019 12:00,,0.83,361,10.854,0.048,0.006,5.96,0.663,42.9,59,2.25,714,,4
4/19/2019 04:00,,0.5,523.7,71.588,0.195,0.017,5.84,1.516,33.9,42.3,2.83,601,,4
4/19/2019 12:00,,0.33,2202,151.38,0.383,0.044,5.7,1.851,23.7,33.8,3.86,493,,4
4/19/2019 20:00,,0.33,4252.2,242.31,0.61,0.072,5.36,2.82,14.8,18.8,5.11,371,,4
4/20/2019 04:00,,0.33,5015.9,155.05,0.544,0.085,4.95,2.61,12.5,15.2,5.45,335,,4
4/20/2019 12:00,,0.33,5277.1,119.69,0.463,0.076,4.92,2.196,14.2,16.9,5.75,348,,4
4/20/2019 20:00,,0.33,5181.4,123.55,0.447,0.067,4.95,1.998,14.6,16.8,5.79,353,,4
4/21/2019 04:00,,0.33,5782.3,197.67,0.561,0.07,4.35,2.131,11.7,14,5.31,319,,4
4/21/2019 12:00,,0.33,6129.7,153.68,0.532,0.075,3.83,2.238,10.1,12.3,5.18,294,,4
4/21/2019 20:00,,0.44,5769.6,110.85,0.436,0.073,4.01,1.637,11.4,13.6,5.49,313,,4
4/22/2019 09:15,,0.33,3001.5,76.233,0.345,0.067,4.84,1.593,15.3,20.1,6.46,387,,4
4/22/2019 12:00,,0.56,2564,88.105,0.326,0.072,4.96,1.036,17.5,23,6.25,403,,4
4/23/2019 12:00,,1,1222.7,52.224,0.205,0.051,5.45,0.988,23.8,33,6.43,507,,4
4/24/2019 12:00,,1,731.6,25.762,0.141,0.053,5.56,0.838,32.3,42.7,6.01,603,,4
4/25/2019 12:00,,0.83,494.4,22.362,0.108,0.048,5.39,0.698,38.1,49.7,5.01,661,,4
4/26/2019 04:00,,0.5,776.6,209.87,0.397,0.048,3.66,1.366,24.3,28.9,3.75,451,,4
4/26/2019 12:00,,0.33,3819.7,284,0.596,0.073,3.37,2.096,16.3,20.4,3.86,362,,4
4/26/2019 20:00,,0.33,5532.9,320.26,0.688,0.091,2.26,2.165,9.5,10.9,4.02,251,,4
4/27/2019 04:00,,0.33,7031.2,261.81,0.684,0.096,1.93,1.818,7.7,8.4,4.1,220,,4
4/27/2019 12:00,,0.33,8344.7,208.33,0.605,0.094,1.97,1.681,7.8,8.3,4.37,223,,4
4/27/2019 20:00,,0.33,7797.2,127.46,0.491,0.086,2.48,1.281,9.7,11.2,5.06,261,,4
4/28/2019 04:00,,0.33,5386,97.664,0.417,0.079,3.1,1.532,12.3,15.3,5.64,313,,4
4/28/2019 12:00,,0.5,3967.9,96.997,0.361,0.067,3.72,1.498,14.3,17.9,5.88,353,,4
4/29/2019 04:00,,0.44,3770.8,95.348,0.378,0.059,3.7,1.428,13.5,17.4,5.71,353,,4
4/29/2019 09:10,,0.17,3190.5,77.235,0.361,0.062,3.95,1.363,14.9,19.4,6.1,368,,4
4/29/2019 12:00,,0.56,2809.7,93.749,0.332,0.073,4.1,3.446,14.6,18,6.02,387,,4
4/30/2019 12:00,,1,1570.4,47.9,0.198,0.053,5.18,1.09,21.7,28.3,6.62,495,,4
5/1/2019 12:00,,1,1811.1,69.142,0.236,0.057,5.08,1.183,21.7,29.1,6.46,509,,5
5/2/2019 12:00,,1,1854,75.728,0.243,0.041,4.98,1.27,20.5,28.4,6.4,505,,5
5/3/2019 12:00,,1,1854,76.57,0.265,0.048,4.48,1.393,18.9,25.7,6.69,477,,5
5/4/2019 12:00,,1,1390.8,44.357,0.197,0.044,5.07,1.343,23.3,31.1,6.88,536,,5
5/5/2019 12:00,,0.83,981.2,30.79,0.156,0.046,5.2,1.139,25.6,36.3,6.9,576,,5
5/6/2019 04:00,,0.43,758.4,25.776,0.136,0.052,5.17,0.916,26.9,39.1,6.69,606,,5
5/6/2019 08:50,,0.17,705.2,21.423,0.127,0.042,5.32,0.904,28.5,41.8,6.73,618,,5
5/6/2019 12:00,,0.57,670.9,31.185,0.125,0.048,5.28,0.873,29.8,43.8,6.68,622,,5
5/7/2019 12:00,,1,469.4,19.685,0.108,0.049,5.15,0.694,33,49.2,5.74,660,,5
5/8/2019 12:00,,1,355,17.653,0.101,0.052,4.89,0.714,36.2,53.5,4.82,687,,5
5/9/2019 12:00,,1,287.5,39.948,0.103,0.042,4.41,0.796,41.9,52.2,3.45,686,,5
5/10/2019 12:00,,0.67,585,56.878,0.19,0.055,4.54,1.133,31.1,46.7,3.93,626,,5
5/10/2019 20:00,,0.33,658.1,64.516,0.21,0.056,4.58,1.122,33,44.4,4.52,622,,5
5/11/2019 04:00,,0.33,633.4,58.394,0.207,0.061,4.65,1.281,33,43.4,4.98,615,,5
5/11/2019 12:00,,0.67,569.3,52.098,0.191,0.044,4.73,1.014,29.5,42.1,5.26,598,,5
5/12/2019 12:00,,0.83,418.4,18.737,0.112,0.038,4.9,0.766,33,49.5,5.15,654,,5
5/13/2019 04:00,,0.43,512.6,29.987,0.133,0.032,4.64,0.761,30.7,43.4,5.01,620,,5
5/13/2019 08:50,,0.17,612.9,30.007,0.14,0.027,4.77,1.004,30.3,42.9,5,614,,5
5/13/2019 12:00,,0.4,675.2,42.176,0.151,0.036,4.76,0.895,28.7,41.1,5.09,593,,5
5/14/2019 04:00,,0.5,1305.4,66.287,0.205,0.036,5.07,1.139,28.3,41.4,5.74,583,,5
5/14/2019 12:00,,0.33,1415.9,144.23,0.367,0.054,4.75,1.51,20.3,30.1,6.1,479,,5
5/14/2019 20:00,,0.33,1148.3,95.541,0.31,0.053,4.69,1.312,22,32.9,5.99,497,,5
5/15/2019 04:00,,0.33,880.6,67.209,0.236,0.043,4.94,1.081,26.2,38.6,6.35,546,,5
5/15/2019 12:00,,0.67,722.8,50.491,0.189,0.043,5.08,0.949,25.8,38.7,6.17,561,,5
5/16/2019 12:00,,1,469.4,23.42,0.122,0.036,5.22,0.788,31.3,43.3,5.53,617,,5
5/17/2019 12:00,,1,342.9,16.722,0.093,0.032,5.3,0.679,36.8,50.7,4.07,667,,5
5/18/2019 12:00,,1,293.4,13.779,0.087,0.028,4.89,0.661,39.8,53.7,2.52,691,,5
5/19/2019 12:00,,0.83,262.1,16.517,0.071,0.019,4.61,0.667,43.1,58.8,1.06,708,,5
5/20/2019 04:00,,0.45,345.9,18.543,0.089,0.033,4.19,0.657,40.5,57.3,1.41,688,,5
5/20/2019 09:25,,0.17,501.5,23.657,0.114,0.036,4.36,0.851,39.1,55,1.84,670,,5
5/20/2019 12:00,,0.22,621,40.431,0.146,0.044,4.37,0.957,34.9,52.2,2.55,648,,5
5/20/2019 20:00,,0.33,895.4,99.236,0.282,0.056,4.58,1.469,28.8,41,4.38,556,,5
5/21/2019 04:00,,0.33,981.2,97.323,0.292,0.058,4.56,1.634,28.2,39,4.95,547,,5
5/21/2019 12:00,,0.33,818.4,86.444,0.272,0.062,4.38,1.586,26.6,39.6,5.47,539,,5
5/21/2019 20:00,,0.33,649.9,67.915,0.256,0.061,4.31,1.406,24.9,37.6,5.74,539,,5
5/22/2019 04:00,,0.33,546.3,45.045,0.21,0.055,4.56,1.494,25.5,40.2,5.88,566,,5
5/22/2019 12:00,,0.67,480.1,34.297,0.171,0.051,4.76,1.172,27.9,42.3,6.04,589,,5
5/23/2019 12:00,,1,379.7,25.145,0.139,0.05,4.69,0.865,32.4,44.6,5.54,632,,5
5/24/2019 12:00,,1,322.4,16.949,0.111,0.045,4.68,0.764,38.2,53.5,4.12,681,,5
5/25/2019 12:00,,1,262.1,21.52,0.112,0.055,4.35,0.765,40,57.2,2.66,706,,5
5/26/2019 12:00,,0.83,262.1,16.005,0.109,0.044,4.19,0.932,40.4,56.6,2,706,,5
5/27/2019 04:00,,0.43,302.2,17.333,0.106,0.042,4.06,0.872,47.9,58,2.3,732,,5
5/27/2019 08:35,,0.17,339.9,17.329,0.116,0.045,3.96,0.782,42.3,57.6,2.29,708,,5
5/27/2019 12:00,,0.57,405.2,18.421,0.112,0.049,3.87,0.717,39.5,58,1.89,692,,5
5/28/2019 12:00,,0.67,705.2,58.201,0.18,0.058,4.03,0.978,33.4,45.9,4.58,616,,5
5/28/2019 20:00,,0.33,2354.9,344.98,0.658,0.07,3.73,2.322,17.3,24.3,5.24,419,,5
5/29/2019 04:00,,0.33,2412.5,243.59,0.612,0.073,4.04,2.117,13.1,17.8,6,377,,5
5/29/2019 12:00,,0.67,1868.6,152.12,0.469,0.078,4.26,1.995,14.8,19.8,6.73,406,,5
5/30/2019 12:00,,1,910.3,103.92,0.341,0.076,4.37,1.588,22.2,28.8,7.35,503,,5
5/31/2019 12:00,,1,561.6,38.05,0.197,0.076,4.64,1.183,28,35.6,7.83,591,,5
6/1/2019 12:00,,0.67,339.9,21.462,0.159,0.072,4.65,1.12,35.2,44.2,7.67,673,,6
6/1/2019 20:00,,0.33,718.4,274.59,0.514,0.058,2.66,1.966,20.7,25.5,4.83,444,,6
6/2/2019 04:00,,0.33,4727.3,448.1,0.847,0.071,1.58,2.946,6.9,7.8,3.52,234,,6
6/2/2019 12:00,,0.33,6105.7,237.97,0.651,0.093,1.7,3.201,5.9,6.1,3.6,211,,6
6/2/2019 20:00,,0.33,7031.2,274.59,0.673,0.09,1.75,2.115,6,5.8,3.93,212,,6
6/3/2019 04:00,,0.27,8301,225.87,0.66,0.099,1.56,2.007,5.2,4.9,3.9,198,,6
6/3/2019 09:05,,0.17,9061.1,186.27,0.602,0.077,1.51,1.965,4.9,4.6,4.07,191,,6
6/3/2019 12:00,,0.23,9376.7,156.38,0.539,0.113,1.72,1.908,4.7,5.1,4.19,201,,6
6/3/2019 20:00,,0.33,9176.8,106.87,0.463,0.105,1.8,1.596,5.5,6.2,4.77,218,,6
6/4/2019 04:00,,0.33,7653.1,73.008,0.395,0.123,1.92,1.533,6.5,7.7,5.34,246,,6
6/4/2019 12:00,,0.67,5074.8,68.136,0.34,0.113,2.16,1.539,8.3,10.7,6.13,289,,6
6/5/2019 12:00,,0.83,1384.5,45.662,0.25,0.103,2.79,1.101,14.3,19.6,6.77,388,,6
6/6/2019 04:00,,0.5,2437.5,321.34,0.783,0.097,2.53,2.859,13,17.9,5.86,365,,6
6/6/2019 12:00,,0.33,3095.2,202.02,0.539,0.092,2.34,1.823,11.7,14.6,5.59,325,,6
6/6/2019 20:00,,0.33,3180.9,250.46,0.588,0.088,2.16,2.053,9.6,12.8,5.7,307,,6
6/7/2019 04:00,,0.33,2659.1,167.7,0.507,0.101,2.02,1.435,8.7,11.8,5.77,298,,6
6/7/2019 12:00,,0.67,2371.2,112.56,0.43,0.096,1.9,1.411,8.9,12.1,5.98,303,,6
6/8/2019 12:00,,1,971,49.723,0.266,0.101,2.69,0.995,15.5,21.9,7.38,427,,6
6/9/2019 12:00,,0.83,561.6,32.369,0.216,0.099,3.15,0.885,20.6,31.2,7.98,515,,6
6/10/2019 04:00,,0.44,415.1,20.833,0.192,0.106,3.38,0.853,24.8,36.7,8.11,569,,6
6/10/2019 09:20,,0.17,379.7,21.709,0.188,0.104,3.42,0.874,25.2,38.4,8.13,581,,6
6/10/2019 12:00,,0.56,367,27.8,0.191,0.102,3.44,0.818,26.3,39.2,7.93,579,,6
6/11/2019 12:00,,1,276,19.9,0.187,0.107,3.51,0.79,30,45.1,7.96,624,,6
6/12/2019 12:00,,1,210.3,14.3,0.15,0.086,3.53,0.72,35.3,49.6,7.59,665,,6
6/13/2019 12:00,,1,173.3,18.9,0.141,0.07,3.29,0.812,41.9,53.7,6.81,695,,6
6/14/2019 12:00,,0.83,212.8,19.2,0.145,0.068,3.33,0.833,40.5,53.9,6.36,701,,6
6/15/2019 04:00,,0.5,679.4,98.3,0.32,0.086,3.8,1.186,32.5,42.6,6.45,600,,6
6/15/2019 12:00,,0.67,569.3,98.6,0.356,0.097,3.54,1.232,28.8,31.3,6.06,504,,6
6/16/2019 12:00,,0.83,441.8,50,0.2,0.064,3.21,0.938,26.5,38.6,6.46,558,,6
6/17/2019 04:00,,0.44,1472.9,104.8,0.353,0.062,5.27,1.805,20.9,24.9,7.41,468,,6
6/17/2019 09:00,,0.17,1485.7,104.2,0.367,0.066,5.12,1.768,19.8,24.2,7.58,454,,6
6/17/2019 12:00,,0.56,1415.9,120,0.367,0.084,4.54,1.508,15.4,20,6.96,418,,6
6/18/2019 12:00,,1,557.8,58.503,0.225,0.078,4.24,1.053,20.2,28.5,7.61,500,,6
6/19/2019 12:00,,1.17,367,35.62,0.166,0.073,4.36,0.759,26,37.2,7.94,592,,6
6/20/2019 20:00,,0.83,476.5,69.553,0.208,0.059,3.81,1.033,23.5,33.6,6.69,550,,6
6/21/2019 04:00,,0.33,3957.9,331.1,0.604,0.085,2.18,1.693,5.9,7.1,3.97,238,,6
6/21/2019 12:00,,0.33,5039.3,193.27,0.493,0.094,1.95,1.526,4.4,4.2,4.03,203,,6
6/21/2019 20:00,,0.33,6214.4,129.41,0.441,0.097,1.79,1.487,3.3,2.9,4.23,186,,6
6/22/2019 04:00,,0.33,7338.4,94.537,0.392,0.089,1.72,1.079,3.6,3,4.56,190,,6
6/22/2019 12:00,,0.67,7475.4,66.287,0.341,0.089,1.76,1.13,4.4,4,5.09,209,,6
6/23/2019 12:00,,0.83,1986.5,45.859,0.242,0.082,2.73,1.143,10.2,13.1,7.21,342,,6
6/24/2019 04:00,,0.44,1012.6,32.542,0.2,0.075,3.18,0.945,13.6,19.1,7.29,420,,6
6/24/2019 09:15,,0.33,861.3,28.731,0.198,0.084,3.4,1.072,15.4,21.9,7.45,438,,6
7/1/2019 12:00,,1,99.4,8.016,0.066,0.028,2.23,1.329,51.5,61,1.28,678,,7
7/2/2019 12:00,,1,88.6,5.844,0.056,0.021,1.81,0.557,50,64.4,0.67,654,,7
7/3/2019 12:00,,0.83,87,5.693,0.064,0.027,1.73,0.557,51.6,66.3,0.61,664,,7
7/4/2019 04:00,,0.5,818.4,142.57,0.373,0.096,4.58,1.628,25.5,33.3,4.14,460,,7
7/4/2019 12:00,,0.33,577,95.444,0.351,0.157,7.66,1.574,19.2,24.4,6.27,428,,7
7/4/2019 20:00,,0.33,658.1,77.083,0.305,0.108,8.11,1.142,18.2,26.3,7.11,451,,7
7/5/2019 04:00,,0.33,722.8,99.138,0.34,0.149,5.92,1.359,16,22.8,6.41,396,,7
7/5/2019 12:00,,0.33,890.4,82.105,0.29,0.103,6.02,1.387,18,25,6.84,432,,7
7/5/2019 20:00,,0.33,1154,565.84,0.538,0.097,4.41,2.349,14.5,18.5,5.21,352,,7
7/6/2019 04:00,,0.33,1087.5,182.33,0.562,0.182,5.93,2.331,11.2,14.7,5.69,316,,7
7/6/2019 12:00,,0.67,714,75.213,0.345,0.18,7.04,2.251,14.7,20.7,7.31,392,,7
7/7/2019 12:00,,0.83,512.6,45.003,0.242,0.105,5.7,1.547,19.2,28.3,8.19,482,,7
7/8/2019 04:00,,0.44,408.5,64.697,0.254,0.099,4.6,1.203,21,30.1,7.85,495,,7
7/8/2019 09:05,,0.17,351.9,49.439,0.247,0.108,4.68,1.176,21.2,31.3,7.66,507,,7
7/8/2019 12:00,,0.56,331.1,42.452,0.218,0.122,4.74,1.187,20.1,29.3,7.72,502,,7
7/9/2019 12:00,,1,200.5,20.68,0.166,0.103,4.5,0.922,25.5,37.5,7.78,579,,7
7/10/2019 12:00,,0.83,134.5,13.21,0.14,0.092,3.83,0.839,31.9,42.7,6.74,634,,7
7/11/2019 04:00,,0.5,287.5,74.275,0.238,0.094,4.13,1.338,27.2,37.6,5.47,548,,7
7/11/2019 12:00,,0.33,722.8,89.887,0.272,0.105,5.29,1.552,24.2,35.3,5.72,537,,7
7/11/2019 20:00,,0.33,705.2,105.07,0.364,0.125,4.49,1.636,18.6,23.9,5.34,413,,7
7/12/2019 04:00,,0.33,531.2,54.704,0.309,0.192,5.24,1.668,21.5,25.5,6.28,446,,7
7/12/2019 12:00,,0.67,398.6,50,0.26,0.119,5.19,1.291,19.5,26.4,6.64,456,,7
7/13/2019 12:00,,1,230.2,21.667,0.188,0.117,5.07,1.032,24.5,33,7.04,540,,7
7/14/2019 12:00,,0.83,136.3,13.029,0.154,0.097,4.13,0.967,31.5,38.5,6.21,593,,7
7/15/2019 04:00,,0.44,109.5,15.534,0.146,0.094,3.52,0.994,33.1,41.8,5.43,611,,7
7/15/2019 09:10,,0.17,104.4,13.548,0.153,0.098,3.54,1.02,35.3,44.1,5.54,618,,7
7/15/2019 12:00,,0.56,102.7,12.439,0.138,0.115,3.32,0.724,34.5,42.9,5.08,622,,7
7/16/2019 12:00,,1,85.5,11.386,0.123,0.077,2.58,0.711,38.5,49.5,3.52,645,,7
7/17/2019 12:00,,1,162.6,15.544,0.133,0.074,2.51,0.568,42.4,49.2,2.85,643,,7
7/18/2019 12:00,,1,790.3,56.446,0.251,0.121,6.77,1.235,23.4,26.7,6.9,469,,7
7/19/2019 12:00,,1,621,38.634,0.214,0.138,6.89,1.227,19.9,30.6,8.5,500,,7
7/20/2019 12:00,,1,645.7,74.247,0.285,0.128,6.42,1.507,17.7,26.2,8.24,444,,7
7/21/2019 12:00,,0.83,293.4,22.664,0.192,0.139,5.91,1.111,22.9,35.8,9.37,543,,7
7/22/2019 04:00,,0.44,232.8,24.487,0.178,0.141,4.78,0.918,27.1,41.6,8.86,580,,7
7/22/2019 09:20,,0.17,373.4,31.377,0.197,0.142,4.74,1,27.5,42.1,8.63,580,,7
7/22/2019 12:00,,0.22,1154,96.774,0.282,0.141,4.74,1.136,24.7,39.3,8.18,551,,7
7/22/2019 20:00,,0.33,2572.6,205.55,0.505,0.156,5.4,1.951,13.3,17.9,6.88,343,,7
7/23/2019 04:00,,0.33,2572.6,130.68,0.42,0.152,5.89,1.836,10.3,15.4,7.42,316,,7
7/23/2019 12:00,,0.67,2100.5,98.958,0.359,0.147,5.85,1.566,10.1,15.9,8.18,326,,7
7/24/2019 12:00,,1,740.4,43.504,0.245,0.121,5.13,1.361,15.3,24.5,9.44,433,,7
7/25/2019 12:00,,1,382.8,23.759,0.183,0.166,4.63,1.108,21.5,31.9,9.43,513,,7
7/26/2019 12:00,,1,198.2,13.249,0.154,0.102,3.94,0.862,28.1,38.2,8.89,582,,7
7/27/2019 12:00,,1,132.6,9.491,0.13,0.083,3.51,0.745,37.1,43.8,7.76,644,,7
7/28/2019 12:00,,0.83,101,6.739,0.118,0.076,3.07,0.677,41.6,50.2,6.23,677,,7
7/29/2019 04:00,,0.44,87,11.889,0.114,0.068,2.72,0.812,42.1,52.7,4.88,679,,7
7/29/2019 09:15,,0.17,84.1,7.218,0.109,0.07,2.68,0.66,44.6,55.6,4.68,680,,7
7/29/2019 12:00,,0.56,81.3,7.134,0.104,0.073,2.41,0.66,44,55.3,4.25,670,,7
7/30/2019 12:00,,1,71.4,6.423,0.089,0.06,1.81,0.66,47.8,58.9,2.55,667,,7
7/31/2019 12:00,,1,62.5,3.778,0.086,0.05,1.48,0.674,53.2,61.7,1.49,686,,7
8/1/2019 12:00,,1,55.3,5.81,0.082,0.049,1.36,0.687,57.4,66.9,1.16,710,,8
8/2/2019 12:00,,1,47.4,7.529,0.083,0.043,1.09,0.713,58.8,70,1.13,713,,8
8/3/2019 12:00,,1,41.4,7.792,0.084,0.045,1.03,0.723,61.7,73.8,1.05,720,,8
8/4/2019 12:00,,0.83,37.4,9.921,0.092,0.048,1.05,0.86,64,76,0.97,739,,8
8/5/2019 04:00,,0.44,34.2,7.102,0.091,0.055,1.11,0.784,69.1,76.9,0.93,731,,8
8/5/2019 09:20,,0.17,33.1,4.664,0.09,0.045,1.07,0.783,72,80,1.05,743,,8
8/5/2019 12:00,,0.56,33.1,4.627,0.09,0.056,0.97,0.683,69.9,77.7,1,744,,8
8/6/2019 12:00,,1,37.4,34.859,0.106,0.054,0.98,0.843,66.7,75.1,1.33,701,,8
8/7/2019 12:00,,1,152.2,62.21,0.251,0.109,5.41,1.472,35.6,40.8,4.58,521,,8
8/8/2019 12:00,,1,96.3,23.096,0.193,0.111,6.76,1.172,45.6,49.2,6.02,631,,8
8/9/2019 12:00,,1,58.7,13.689,0.147,0.092,2.86,0.691,62.7,65.5,3.9,720,,8
8/10/2019 12:00,,1,45.4,9.702,0.191,0.107,2.65,0.797,61.5,61.6,3.67,722,,8
8/11/2019 12:00,,0.83,36.3,9.823,0.161,0.11,2.02,0.706,65.8,69.9,2.72,745,,8
8/12/2019 04:00,,0.45,33.1,11.742,0.151,0.099,1.65,0.741,72.1,74,2.02,767,,8
8/12/2019 09:25,,0.17,32,8.345,0.147,0.095,1.57,0.705,74.5,76,2,778,,8
8/12/2019 12:00,,0.55,30.9,9.174,0.142,0.1,2.19,0.633,103.6,92,1.83,782,,8
8/13/2019 12:00,,1,29.8,7.453,0.134,0.087,1.83,0.746,106.4,94,1.87,773,,8
8/14/2019 12:00,,1,47.4,11.881,0.15,0.101,1.61,0.685,109.7,95.4,1.38,782,,8
8/15/2019 12:00,,1,47.4,9.817,0.146,0.095,1.47,0.636,102.1,93.2,1.41,757,,8
8/16/2019 12:00,,1,40.4,11.658,0.168,0.153,2.13,0.685,107.2,98.7,2.05,768,,8
8/17/2019 12:00,,1,37.4,12.467,0.22,0.154,1.65,0.685,100.1,92.1,2.19,739,,8
8/18/2019 12:00,,0.83,36.3,11.42,0.196,0.132,3.06,0.732,94.6,90.1,3.32,734,,8
8/19/2019 04:00,,0.44,96.3,66.491,0.235,0.095,8.37,1.175,55.1,55.7,5.62,570,,8
8/19/2019 09:05,,0.17,222.6,46.951,0.261,0.119,7.52,1.246,75.9,66,5.29,652,,8
8/19/2019 12:00,,0.56,441.8,98.013,0.301,0.172,5.38,1.211,49.4,46.9,4.94,601,,8
8/20/2019 12:00,,1,781.2,112.26,0.331,0.118,8.21,1.64,18.6,31.2,7.77,444,,8
8/21/2019 12:00,,0.67,1630.6,197.53,0.5,0.11,7.26,1.786,10.7,20.6,7.74,370,,8
8/21/2019 20:00,,0.33,1434.7,138.07,0.443,0.167,7.22,1.578,14.7,23.7,8.25,408,,8
8/22/2019 04:00,,0.33,1263.5,124.33,0.391,0.172,5.62,1.506,12.8,20.4,8.1,371,,8
8/22/2019 12:00,,0.33,1603.8,140.46,0.409,0.172,6.32,1.756,11.9,20.7,8.52,383,,8
8/22/2019 20:00,,0.33,2973.8,216.84,0.479,0.161,5.08,1.798,11.7,19.6,8.23,368,,8
8/23/2019 04:00,,0.33,3810,240.6,0.52,0.156,5.01,1.827,8.1,14.3,7.15,307,,8
8/23/2019 12:00,,0.67,3868.8,160.08,0.471,0.147,5.09,1.38,6.8,13.5,7.33,290,,8
8/24/2019 12:00,,1,1485.7,58.823,0.297,0.131,5.13,1.391,10.8,21.9,9.68,387,,8
8/25/2019 12:00,,0.83,573.2,39.021,0.235,0.161,4.55,1.28,17.3,30.4,9.76,480,,8
8/26/2019 04:00,,0.44,345.9,31.269,0.198,0.117,4.17,1.114,22.4,35.7,9.73,535,,8
8/26/2019 09:00,,0.17,299.2,22.135,0.196,0.122,4.22,1.067,23.9,38.2,10.35,546,,8
8/26/2019 12:00,,0.56,273.2,23.27,0.192,0.15,4.27,0.852,25.7,38.5,9.81,550,,8
8/27/2019 12:00,,1,186.8,17.509,0.167,0.111,3.88,0.764,36.6,46.3,9.26,619,,8
8/28/2019 12:00,,1,158.3,18.342,0.151,0.105,3.63,0.802,46.3,51.8,8.86,675,,8
8/29/2019 12:00,,1,119.8,12.305,0.145,0.1,3.29,0.67,59.3,55.5,8.24,735,,8
8/30/2019 12:00,,1,93.2,12.437,0.138,0.096,3.08,0.754,52.6,57.6,7.56,721,,8
8/31/2019 12:00,,1,77.1,6.468,0.126,0.086,2.82,0.73,60.8,62.1,6.45,756,,8
9/1/2019 12:00,,0.83,63.8,8.219,0.112,0.072,2.43,0.65,76,65.1,5.22,810,,9
9/2/2019 04:00,,0.44,62.5,11.588,0.104,0.064,2.32,0.65,75.3,68.3,4.45,819,,9
9/2/2019 09:10,,0.17,61.3,9.709,0.11,0.067,2.38,0.585,78.1,71.9,4.31,824,,9
9/2/2019 12:00,,0.56,61.3,7.926,0.096,0.058,2.16,0.821,75.7,72.4,4.2,819,,9
9/3/2019 12:00,,1,75.6,10.958,0.091,0.056,2.06,0.692,69.4,71.4,3.15,794,,9
9/4/2019 12:00,,1,66.4,8.754,0.08,0.049,1.9,0.631,65,75.9,2.34,763,,9
9/5/2019 12:00,,1,58.7,6.177,0.08,0.051,1.7,0.557,62.6,73.5,1.54,745,,9
9/6/2019 12:00,,1,56.5,5.964,0.081,0.051,1.78,0.621,70.5,75,1.01,779,,9
9/7/2019 12:00,,1,50.8,7.968,0.067,0.04,1.41,0.646,76.7,74.5,0.7,793,,9
9/8/2019 12:00,,0.83,44.4,5.707,0.063,0.032,1.39,0.602,79.3,75.9,0.52,788,,9
9/9/2019 04:00,,0.43,42.4,7.486,0.06,0.028,1.44,0.618,82,76.7,0.42,809,,9
9/9/2019 08:50,,0.17,41.4,4.038,0.063,0.031,1.45,0.663,84,77.9,0.43,812,,9
9/9/2019 12:00,,0.57,41.4,5.191,0.057,0.032,1.67,0.558,75.3,71.3,0.56,804,,9
9/10/2019 12:00,,1,38.4,4.926,0.057,0.027,1.72,0.572,77.3,76.7,0.49,813,,9
9/11/2019 12:00,,1,36.3,5.26,0.061,0.031,1.63,0.588,74.8,76.1,0.51,795,,9
9/12/2019 12:00,,1,35.3,5.517,0.077,0.042,1.53,0.622,72.2,77.9,0.64,758,,9
9/13/2019 12:00,,1,34.2,1.267,0.124,0.082,1.7,0.625,81.1,85.3,0.56,815,,9
9/14/2019 12:00,,1,60,4.584,0.171,0.18,1.74,0.67,82.5,82.9,0.68,825,,9
